"gbif.species","db.species","RLcat.europe","RL.catEU27","endemic.europe","endemic.eu","endemic","eu.assessment","note","check","kingdom","phylum","class","order","family","genus","gbif.species.id","EUSpecies","common.name","excluded","exclusion.reason","Species.Zoo.global","Species.Zoo.EU","Genus.Zoo.Global","NrIndivGlobal","NrIndivEU","MaxPopSizeEU","SecondMaxPopSizeEU","NrZoosGlobal","NrZoosEU","NrSustPopGlobal","NrSustPopEU","SustMetaPopGlobal","SustMetaPopEU","VC.category","perc.target.met.in.PAs.and.N2K","Representation.target.perc","Area.in.EU28.km2","db.subspecies","db.species.merged","TargetAreakm2","ProtectedAreakm2","Gap.km2","EEP","ESB","RLExsitu","RLExsituNeeded","Aark","Aze","ED.score","EDGE","ED.score.related","related.species","EDGE.Species","reason","Bodymass.g","THR_CCH","THR","LevelBreeding"
"Apodemus epimelas","Apodemus epimelas","LC","LC","Yes",NA,"Yes","eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus",4264851,1,"Western Broad-toothed Field Mouse","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,270.8,10,112297.35,NA,"Apodemus epimelas",11229.735,30410.12238,0,0,0,0,0,0,0,7.944167891,0,NA,NA,NA,NA,63.85388804,0,0,2
"Apodemus flavicollis","Apodemus flavicollis","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus",2437756,1,"Yellow-necked Field Mouse","0",NA,1,1,0,34,34,23,10,3,3,0,0,0,0,NA,282.13,10,2930731.59,NA,"Apodemus flavicollis",293073.159,826847.3034867,0,0,0,0,0,0,0,5.878942771,0,NA,NA,NA,NA,31.6,0,0,4
"Apodemus mystacinus","Apodemus mystacinus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus",2437773,1,"Eastern Broad-toothed Field Mouse","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,380.81,10,9681.06,NA,"Apodemus mystacinus",968.106,3686.6444586,0,0,0,0,0,0,0,7.944582746,0,NA,NA,NA,NA,43.84,0,0,2
"Apodemus sylvaticus","Apodemus sylvaticus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus",2437760,1,"Long-tailed Field Mouse","0",NA,1,1,0,69,47,35,8,5,3,0,0,0,0,NA,269.28,10,3548501.69,NA,"Apodemus sylvaticus",354850.169,955540.5350832,0,0,0,0,0,0,0,5.857000366,0,NA,NA,NA,NA,21.9,0,0,4
"Apodemus uralensis","Apodemus uralensis","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus",2437775,1,"Herb Field Mouse","0",NA,1,1,0,10,10,10,0,1,1,0,0,0,0,NA,234.82,10,577361.3,NA,"Apodemus uralensis",57736.13,135575.980466,0,0,0,0,0,0,0,5.813671258,0,NA,NA,NA,NA,18.26,0,0,4
"Apus affinis","Apus affinis","NT","VU",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus",5228662,1,"Little Swift","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,5.065527,0,NA,NA,NA,NA,22.78,1,1,2
"Apus apus","Apus apus","NT","NT",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus",5228676,1,"Common Swift","0",NA,1,1,0,1,1,1,0,1,1,0,0,0,0,"H",214.98,10,4223488.41,NA,"Apus apus",422348.841,907965.5383818,0,0,0,0,0,0,0,6.724703,0,NA,NA,NA,NA,37.6,1,0,4
"Apus caffer","Apus caffer","NT","NT",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus",5228644,1,"White-rumped Swift","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",276.55,10,74450.66,NA,"Apus caffer",7445.066,20589.330023,0,0,0,0,0,0,0,6.922695,0,NA,NA,NA,NA,22.1,0,0,2
"Apus melba","Tachymarptis melba","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus",5228684,1,"Alpine Swift","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",275.7,10,981605,NA,"Apus melba",98160.5,270628.4985,0,0,0,0,0,0,0,10.83364312,0,NA,NA,NA,NA,102.666666666667,0,0,2
"Apus pallidus","Apus pallidus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus",5228695,1,"Pallid Swift","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",239.65,10,375033.8,NA,"Apus pallidus",37503.38,89876.85017,0,0,0,0,0,0,0,6.856644,0,NA,NA,NA,NA,41.9,1,0,2
"Apus unicolor","Apus unicolor","LC","LC","Yes","Yes","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus",5228694,1,"Plain Swift","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",591.94,10,802.26,NA,"Apus unicolor",80.226,474.8897844,0,0,0,0,0,0,0,6.931854,0,NA,NA,NA,NA,22.5,1,0,2
"Aquila adalberti","Aquila adalberti","VU","VU","Yes","Yes","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila",2480510,1,"Spanish Imperial Eagle","0",NA,1,1,0,10,10,4,3,4,4,0,0,0,0,"H",402.06,10,122051.41,NA,"Aquila adalberti",12205.141,49071.9899046,0,0,0,1,1,0,0,4.583809,0,NA,NA,NA,NA,3000,1,1,4
"Aquila chrysaetos","Aquila chrysaetos","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila",2480506,1,"Golden Eagle","0",NA,1,1,0,317,82,7,5,132,43,0,0,1,0,"H",362.43,10,1582700.81,NA,"Aquila chreysaetos",158270.081,573618.2545683,0,0,0,0,0,0,0,8.236421,0,NA,NA,NA,NA,4263.5,1,0,4
"Aquila clanga","Clanga clanga","VU","CR",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila",2480509,1,"Greater Spotted Eagle","0",NA,1,1,0,20,7,3,1,8,3,0,0,0,0,"H",477.11,10,84543.01,NA,"Aquila clanga",8454.301,40336.3155011,0,0,0,0,0,0,0,5.159784,0,NA,NA,NA,NA,2205.5,1,1,4
"Aquila fasciata","Aquila fasciata","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila",5844449,1,"Bonelli's Eagle","0",NA,1,1,0,43,13,8,2,11,5,0,0,0,0,"L",340.88,10,598652.33,NA,"Hieraaetus fasciatus",59865.233,204068.6062504,0,0,0,0,0,0,0,4.936066,0,NA,NA,NA,NA,2000,0,0,4
"Aquila heliaca","Aquila heliaca","LC","NT",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila",2480500,1,"Eastern Imperial Eagle","0",NA,1,1,0,68,39,9,6,25,11,0,0,0,0,"H",418.41,10,117481.45,NA,"Aquila heliaca",11748.145,49155.4134945,0,0,1,0,0,0,0,4.593048,0,NA,NA,NA,NA,3215,1,0,4
"Aquila pomarina","Clanga pomarina","LC","LC","Yes",NA,"Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila",2480505,1,"Lesser Spotted Eagle","0",NA,1,1,0,28,20,10,2,16,9,0,0,0,0,"L",371.13,10,868166.64,NA,"Aquila pomarina",86816.664,322202.6851032,0,0,0,0,0,0,0,5.159784,0,NA,NA,NA,NA,1370,0,0,4
"Archaeolacerta bedriagae","Archaeolacerta bedriagae","NT","NT","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Archaeolacerta",9107061,1,"Bedriaga's Rock Lizard","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",43.99,52.5,11365.04,NA,"Archaeolacerta bedriagae",5966.646,2624.7275754,3341.9184246,0,0,0,0,0,0,25.69284981,0,NA,NA,NA,NA,NA,0,0,1
"Ardea alba","Ardea alba","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",9752617,1,"Great White Egret","0",NA,1,1,0,64,9,5,1,28,4,0,0,0,0,"L",446.1,10,161839.73,NA,"Egretta alba",16183.973,72196.703553,0,0,0,0,0,0,0,10.6704925025,0,NA,NA,NA,NA,873.5,0,0,4
"Ardea cinerea","Ardea cinerea","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",9797180,1,"Grey Heron","0",NA,1,1,0,184,48,33,4,33,7,0,0,1,0,"L",261.99,10,2625904.19,NA,"Ardea cinerea",262590.419,687960.6387381,0,0,0,0,0,0,0,5.970247868,0,NA,NA,NA,NA,1443,0,0,4
"Ardea purpurea","Ardea purpurea","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",2480934,1,"Purple Heron","0",NA,1,1,0,37,18,5,3,13,6,0,0,0,0,"L",342.88,10,1054291.79,NA,"Ardea purpurea",105429.179,361495.5689552,0,0,0,0,0,0,0,7.393037442,0,NA,NA,NA,NA,1065.5,0,0,4
"Ardeola ralloides","Ardeola ralloides","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardeola",2480906,1,"Squacco Heron","0",NA,1,1,0,57,48,33,7,7,4,0,0,0,0,"L",425.7,10,385757.01,NA,"Ardeola ralloides",38575.701,164216.759157,0,0,0,0,0,0,0,11.460644,0,NA,NA,NA,NA,287,0,0,4
"Arenaria interpres","Arenaria interpres","LC","EN",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria",2481776,1,"Ruddy Turnstone","0",NA,1,1,0,8,1,1,0,6,1,0,0,0,0,"L",127.2,10,81208.32,NA,"Arenaria interpres",8120.832,10329.698304,0,0,0,0,0,0,0,14.65426821,0,NA,NA,NA,NA,136,1,1,4
"Arvicola amphibius","Arvicola amphibius","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicola",4265185,1,"European Water Vole","0",NA,1,1,0,61,61,59,2,2,2,0,0,0,0,NA,295.63,10,3253611.25,NA,"Arvicola amphibius",325361.125,961865.0938375,0,0,0,0,0,0,0,6.594206844,0,NA,NA,NA,NA,120,0,0,4
"Arvicola sapidus","Arvicola sapidus","NT","NT","Yes","Yes","Yes","eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicola",2438492,1,"Southern Water Vole","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,291.94,10,907154.43,NA,"Arvicola sapidus",90715.443,264834.6642942,0,0,0,1,1,0,0,7.396006157,0,NA,NA,NA,NA,219.99,0,0,2
"Asio flammeus","Asio flammeus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio",2497295,1,"Short-eared Owl","0",NA,1,1,0,51,12,2,1,31,9,0,0,0,0,"H",268.58,10,1698131.74,NA,"Asio flammeus",169813.174,456084.2227292,0,0,0,0,0,0,0,7.878686816,0,NA,NA,NA,NA,325,1,0,4
"Asio otus","Asio otus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio",2497306,1,"Northern Long-eared Owl","0",NA,1,1,0,153,67,7,4,60,35,0,0,1,0,"H",261.95,10,3562629.3,NA,"Asio otus",356262.93,933230.745135,0,0,0,0,0,0,0,7.725604132,0,NA,NA,NA,NA,299,1,0,4
"Atelerix algirus","Atelerix algirus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Erinaceomorpha","Erinaceidae","Atelerix",2437136,1,"North African Hedgehog","0",NA,1,0,0,3,0,NA,NA,3,0,0,0,0,0,NA,244.91,10,72644.23,NA,"Atelerix algirus",7264.423,17791.2983693,0,0,0,0,0,0,0,15.433412,0,NA,NA,NA,NA,903.98,0,0,3
"Athene noctua","Athene noctua","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Strigiformes","Strigidae","Athene",2497266,1,"Little Owl","0",NA,1,1,0,271,215,28,17,77,56,0,0,1,1,"L",212.9,10,2906031.69,NA,"Athene noctua",290603.169,618694.146801,0,0,0,0,0,0,0,13.42583939,0,NA,NA,NA,NA,169,0,0,4
"Atylodes genei","Atylodes genei","VU","VU","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Atylodes",5218389,1,"Gene's Cave Salamander","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",57.19,83.28,2352.68,NA,"Speleomantes genei",1959.311904,1120.5304778976,838.7814261024,0,0,0,0,0,0,19.81422617,1,NA,NA,NA,NA,NA,1,1,1
"Aythya ferina","Aythya ferina","VU","VU",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",2498255,1,"Common Pochard","0",NA,1,1,0,346,287,63,34,48,37,0,0,1,1,"H",277.49,10,2448168.87,NA,"Aythya ferina",244816.887,679342.3797363,0,0,0,0,0,0,0,1.860352,0,NA,NA,NA,NA,823,1,1,4
"Aythya fuligula","Aythya fuligula","NT","VU",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",2498261,1,"Tufted Duck","0",NA,1,1,0,450,339,27,25,71,54,0,0,1,1,"H",276.8,10,2627185.42,NA,"Aythya fuligula",262718.542,727204.924256,0,0,0,0,0,0,0,2.15624,0,NA,NA,NA,NA,701.5,1,1,4
"Aythya marila","Aythya marila","LC","EN",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",2498265,1,"Greater Scaup","0",NA,1,1,0,124,93,31,11,21,14,0,0,1,0,"L",408.56,10,213930.58,NA,"Aythya marila",21393.058,87403.4777648,0,0,0,0,0,0,0,1.840623,0,NA,NA,NA,NA,1006.5,1,1,4
"Aythya nyroca","Aythya nyroca","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",2498259,1,"Ferruginous Duck","0",NA,1,1,0,634,472,39,28,95,76,0,0,1,1,"H",566.01,10,613959.87,NA,"Aythya nyroca",61395.987,347507.4260187,0,0,0,0,0,0,0,2.157687,0,NA,NA,NA,NA,574,1,0,4
"Balaenoptera acutorostrata","Balaenoptera acutorostrata","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera",2440728,1,"Common Minke Whale","1","cetacean",0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,20.00397526,0,NA,NA,NA,NA,5587093.59,0,0,1
"Balaenoptera borealis","Balaenoptera borealis","EN","EN",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera",2440709,1,"Sei Whale","1","cetacean",0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,18.74401536,1,NA,NA,NA,NA,22106251.95,1,1,1
"Balaenoptera musculus","Balaenoptera musculus","EN","EN",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera",2440735,1,"Blue Whale","1","cetacean",0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.21643663,1,NA,NA,NA,NA,154321304.5,1,1,1
"Balaenoptera physalus","Balaenoptera physalus","NT","NT",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera",2440718,1,"Fin Whale","1","cetacean",0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,22.31916835,1,NA,NA,NA,NA,47506008.23,0,0,1
"Barbastella barbastellus","Barbastella barbastellus","VU","VU",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Barbastella",2432582,1,"Western Barbastelle","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,371.37,10,2974974.74,NA,"Barbastella barbastellus",297497.474,1104816.3691938,0,0,0,0,0,0,0,11.09934448,0,NA,NA,NA,NA,8.31,1,1,1
"Bison bonasus","Bison bonasus","VU","VU",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bison",2441184,1,"European Bison","0",NA,1,1,0,473,413,25,17,82,66,0,0,1,1,NA,93.17,75.65,3476.63,NA,"Bison bonasus",2630.070595,2450.4367733615,179.6338216385,1,0,1,1,0,0,7.066460983,0,NA,NA,NA,NA,675876.7,1,1,4
"Blanus cinereus","Blanus cinereus","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Blanidae","Blanus",2473222,1,"Iberian Worm Lizard","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",285.61,10,409614.56,NA,"Blanus cinereus",40961.456,116990.0144816,0,0,0,0,0,0,0,25.80344575,0,NA,NA,NA,NA,NA,0,0,1
"Bombina bombina","Bombina bombina","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Bombinatoridae","Bombina",2423443,1,"Fire-bellied Toad","0",NA,1,1,0,507,507,324,127,9,9,2,2,1,1,"L",398.69,10,963554.49,NA,"Bombina bombina",96355.449,384159.5396181,0,0,0,0,0,0,0,38.52097031,0,NA,NA,NA,NA,NA,0,0,4
"Bombina pachypus","Bombina pachypus","EN","EN","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Bombinatoridae","Bombina",2423436,1,"Appenine Yellow-bellied Toad","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",288.06,10,131514.32,NA,"Bombina pachypus",13151.432,37884.0150192,0,0,0,0,0,0,0,38.52097031,0,38.52097031,"Bombina variegata",0,"taxonomy",NA,1,1,2
"Bombina variegata","Bombina variegata","LC","LC","Yes",NA,"Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Bombinatoridae","Bombina",2423435,1,"Yellowâ€“bellied Toad","0",NA,1,1,0,306,265,72,60,19,16,0,0,1,1,"L",417.54,10,978641.97,NA,"Bombina variegata",97864.197,408622.1681538,0,0,0,0,0,0,0,38.52097031,0,NA,NA,NA,NA,NA,0,0,4
"Bombycilla garrulus","Bombycilla garrulus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Bombycillidae","Bombycilla",2484605,1,"Bohemian Waxwing","0",NA,1,1,0,20,9,8,1,7,2,0,0,0,0,"L",146.62,10,400229.31,NA,"Bombycilla garrulus",40022.931,58681.6214322,0,0,0,0,0,0,0,16.003378,0,NA,NA,NA,NA,54.45,0,0,4
"Bos taurus","Bos primigenius","EX","EX",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos",2441022,1,"Aurochs","1","extinct/possibly extinct",1,1,0,1726,983,28,26,299,142,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,7.075743247,0,NA,NA,NA,NA,583330.3,0,0,4
"Botaurus stellaris","Botaurus stellaris","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Botaurus",2480910,1,"Eurasian Bittern","0",NA,1,0,0,4,0,NA,NA,4,0,0,0,0,0,"L",347.6,10,1397366.4,NA,"Botaurus stellaris",139736.64,485724.56064,0,0,0,0,0,0,0,14.54124603,0,NA,NA,NA,NA,1324.5,0,0,3
"Branta bernicla","Branta bernicla","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta",5232446,1,"Brent Goose","0",NA,1,1,0,40,38,10,4,11,10,0,0,0,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,5.003074322,0,NA,NA,NA,NA,1279.25,1,0,4
"Branta leucopsis","Branta leucopsis","LC","LC","Yes",NA,"Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta",5232464,1,"Barnacle Goose","0",NA,1,1,0,549,376,34,23,101,71,0,0,1,1,"H",105.61,15.79,74373.12,NA,"Branta leucopsis",11743.515648,12402.3268758528,0,0,0,0,0,0,0,3.286736,0,NA,NA,NA,NA,1687,1,0,4
"Branta ruficollis","Branta ruficollis","VU","VU","Yes*","Yes*","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta",5232451,1,"Red-breasted Goose","0",NA,1,1,0,603,382,18,17,111,74,0,0,1,1,"H",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4.979970379,0,NA,NA,NA,NA,1234.5,1,1,4
"Bubo bubo","Bubo bubo","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo",5959092,1,"Eurasian Eagle-owl","0",NA,1,1,0,987,650,21,16,303,183,0,0,1,1,"L",248.54,10,2384649.37,NA,"Bubo bubo",238464.937,592680.7544198,0,0,0,0,0,0,0,6.503359955,0,NA,NA,NA,NA,2157.33333333333,0,0,4
"Bubo scandiacus","Bubo scandiacus","LC","CR",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo",5959143,1,"Snowy Owl","0",NA,1,1,0,621,427,11,10,237,158,0,0,1,1,"H",590.68,10,63387.52,NA,"Nyctea scandiaca",6338.752,37441.7403136,0,0,0,0,0,0,0,7.519913553,0,NA,NA,NA,NA,2042.5,1,1,4
"Bubulcus ibis","Bubulcus ibis","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Bubulcus",2480830,1,"Cattle Egret","0",NA,1,1,0,1252,816,83,49,142,75,1,0,1,1,"L",263.58,10,232196.98,NA,"Bubulcus ibis",23219.698,61202.4799884,0,0,0,0,0,0,0,15.29971711,0,NA,NA,NA,NA,366,0,0,4
"Bucanetes githagineus","Bucanetes githagineus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Bucanetes",2494394,1,"Trumpeter Finch","0",NA,1,1,0,6,6,3,2,3,3,0,0,0,0,"L",341.68,10,18184.05,NA,"Bucanetes githagineus",1818.405,6213.126204,0,0,0,0,0,0,0,7.280293222,0,NA,NA,NA,NA,19.6,0,0,4
"Bucanetes mongolicus","Bucanetes mongolicus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Bucanetes",4408954,1,"Mongolian Finch","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,7.266729301,0,7.266729301,"Bucanetes mongolicus",0,"taxonomy",21.5,0,0,2
"Bucephala clangula","Bucephala clangula","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala",2498326,1,"Common Goldeneye","0",NA,1,1,0,361,269,79,41,54,35,0,0,1,1,"H",209.89,10,1258372.06,NA,"Bucephala clangula",125837.206,264119.7116734,0,0,0,0,0,0,0,3.833801583,0,NA,NA,NA,NA,938.5,1,0,4
"Bufo bufo","Bufo bufo","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufo",5217160,1,"Common Toad","0",NA,1,1,0,119,104,17,10,24,19,0,0,1,1,"L",263.02,10,4029457.28,NA,"Bufo bufo",402945.728,1059827.8537856,0,0,0,0,0,0,0,8.32629633,0,NA,NA,NA,NA,NA,0,0,4
"Bulweria bulwerii","Bulweria bulwerii","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Bulweria",2481606,1,"Bulwer's Petrel","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",553.66,10,5433.12,NA,"Bulweria bulwerii",543.312,3008.1012192,0,0,0,0,0,0,0,13.13231542,0,NA,NA,NA,NA,99,0,0,1
"Burhinus oedicnemus","Burhinus oedicnemus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Burhinidae","Burhinus",2482100,1,"Eurasian Thick-knee","0",NA,1,1,0,203,98,15,10,33,24,0,0,1,0,"L",220.73,10,1175373.5,NA,"Burhinus oedicnemus",117537.35,259440.192655,0,0,0,0,0,0,0,15.41090722,0,NA,NA,NA,NA,459,0,0,4
"Buteo buteo","Buteo buteo","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo",2480537,1,"Eurasian Buzzard","0",NA,1,1,0,247,124,10,9,89,50,0,0,1,1,"H",262.8,10,3994363.5,NA,"Buteo buteo",399436.35,1049718.7278,0,0,0,0,0,0,0,1.868782,0,NA,NA,NA,NA,776,1,0,4
"Buteo lagopus","Buteo lagopus","LC","VU",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo",2480524,1,"Rough-legged Buzzard","0",NA,1,1,0,28,3,2,1,18,2,0,0,0,0,"H",194.47,10,532346.51,NA,"Buteo lagopus",53234.651,103525.4257997,0,0,0,0,0,0,0,2.957172,0,NA,NA,NA,NA,956,1,1,4
"Buteo rufinus","Buteo rufinus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo",2480564,1,"Long-legged Buzzard","0",NA,1,1,0,81,20,4,3,23,9,0,0,0,0,"H",327.49,10,226100.71,NA,"Buteo rufinus",22610.071,74045.7215179,0,0,0,0,0,0,0,4.187480704,0,NA,NA,NA,NA,1174.5,1,0,4
