"gbif.species","gbif.id","iucn.species","common.name","genus","family","order","class","excluded","exclusion.reason","redlist.europe","redlist.eu","endemic.europe.iucn","endemic.eu.iucn","endemic.europe.final","vuln.clim.change","aze","target.area.km2","protected.area.km2","gap.km2","perc.target.met.in.PAs.and.N2K","zoo.global","zoo.eu","genus.zoo.global","pop.zoo.global","pop.zoo.eu","max.pop.eu","second.max.pop.eu","nr.zoos.global","nr.zoos.eu","eep","esb","aark","redlist.exsitu","redlist.exsitu.needed","ed.value","edge","bodymass.g"
"Neomys anomalus",7825895,"Neomys anomalus","Southern Water Shrew","Neomys","Soricidae","Soricomorpha","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,226404.117,774007.7547879,0,341.87,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,9.920139794,0,13.19
"Neomys fodiens",2435767,"Neomys fodiens","Eurasian Water Shrew","Neomys","Soricidae","Soricomorpha","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,355384.954,1158874.7964986,0,326.09,1,1,0,5,3,2,1,3,2,0,0,0,0,0,9.89573871,0,15.26
"Neophron percnopterus",2480696,"Neophron percnopterus","Egyptian Vulture","Neophron","Accipitridae","Accipitriformes","Aves",0,NA,"VU","VU",NA,NA,NA,"H",0,58071.557,190782.4862121,0,328.53,1,1,0,256,133,14,6,81,50,1,0,0,0,0,18.55565,1,NA
"Netta rufina",2498180,"Netta rufina","Red-crested Pochard","Netta","Anatidae","Anseriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,59811.048,266906.8017,0,446.25,1,1,0,960,702,73,72,123,86,0,0,0,0,0,2.98863,0,1118
"Nucifraga caryocatactes",2482613,"Nucifraga caryocatactes","Spotted Nutcracker","Nucifraga","Corvidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,122223.8,301086.10892,0,246.34,1,1,0,13,12,4,3,6,5,0,0,0,0,0,7.062835274,0,183
"Numenius arquata",2481792,"Numenius arquata","Eurasian Curlew","Numenius","Scolopacidae","Charadriiformes","Aves",0,NA,"NT","NT",NA,NA,NA,"H",0,188573.601,428363.7920316,0,227.16,1,1,0,30,22,3,2,18,13,0,0,0,0,0,7.820327,0,805.5
"Numenius phaeopus",2481784,"Numenius phaeopus","Whimbrel","Numenius","Scolopacidae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,57692.036,198056.759588,0,343.3,1,0,0,4,0,NA,NA,4,0,0,0,0,0,0,11.88641607,0,365.75
"Nyctalus azoreum",5218523,"Nyctalus azoreum","Azorean Bat","Nyctalus","Vespertilionidae","Chiroptera","Mammalia",0,NA,"EN","EN","Yes","Yes","Yes",NA,0,1875.626823,283.9699010022,1591.6569219978,15.14,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.751829798,0,28.97666667
"Nyctalus lasiopterus",5218525,"Nyctalus lasiopterus","Giant Noctule","Nyctalus","Vespertilionidae","Chiroptera","Mammalia",0,NA,"DD","DD",NA,NA,NA,NA,0,95138.232,325886.4998928,0,342.54,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.835777045,0,45.98
"Nyctalus leisleri",5218522,"Nyctalus leisleri","Lesser Noctule","Nyctalus","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,314218.558,981335.9784898,0,312.31,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.819732601,0,12.47
"Nyctalus noctula",5218524,"Nyctalus noctula","Noctule","Nyctalus","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,300344.667,854810.9567487,0,284.61,1,0,0,7,0,NA,NA,1,0,0,0,0,0,0,6.375750803,0,28.48
"Nycticorax nycticorax",2480863,"Nycticorax nycticorax","Black-crowned Night-heron","Nycticorax","Ardeidae","Pelecaniformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,102392.089,380038.4775324,0,371.16,1,1,0,1811,632,41,40,137,73,0,0,0,0,0,16.73489744,0,810
"Oceanodroma castro",2482001,"Hydrobates castro","Band-rumped Storm-petrel","Oceanodroma","Hydrobatidae","Procellariiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,4402.09293,2043.011328813,2359.081601187,46.41,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,32.36580987,0,46.2
"Oceanodroma leucorhoa",2482012,"Hydrobates leucorhous","Leach's Storm-petrel","Oceanodroma","Hydrobatidae","Procellariiformes","Aves",0,NA,"NT","VU",NA,NA,NA,"L",0,651.742,2507.1211256,0,384.68,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,20.874794,0,36.925
"Oceanodroma monteiroi",NA,"Hydrobates monteiroi","Monteiro's Storm-petrel","Oceanodroma","Hydrobatidae","Procellariiformes","Aves",0,NA,"VU","VU","Yes","Yes","Yes","L",0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,16.858019,1,1912
"Oenanthe cypriaca",5231234,"Oenanthe cypriaca","Cyprus Wheatear","Oenanthe","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","L",0,5253.843594,4007.6318935032,1246.2117004968,76.28,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,3.104263,0,23.35
"Oenanthe finschii",5231251,"Oenanthe finschii","Finsch's Wheatear","Oenanthe","Muscicapidae","Passeriformes","Aves",0,NA,"LC","NT",NA,NA,NA,"L",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,2.43605,0,27.45
"Oenanthe hispanica",5231235,"Oenanthe hispanica","Black-eared Wheatear","Oenanthe","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,89219.994,252822.6969978,0,283.37,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,2.914705,0,15.1
"Oenanthe isabellina",5231245,"Oenanthe isabellina","Isabelline Wheatear","Oenanthe","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,5214.228,22095.8125728,0,423.76,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,3.402596,0,29.4
"Oenanthe leucura",5231236,"Oenanthe leucura","Black Wheatear","Oenanthe","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,30034.35,80921.549205,0,269.43,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.121005933,0,41
"Oenanthe oenanthe",5231240,"Oenanthe oenanthe","Northern Wheatear","Oenanthe","Muscicapidae","Passeriformes","Aves",0,NA,"LC","NT",NA,NA,NA,"L",0,358483.964,1039495.9504108,0,289.97,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.709331125,0,25.6333333333333
"Oenanthe pleschanka",5231233,"Oenanthe pleschanka","Pied Wheatear","Oenanthe","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,7104.326,25792.9659756,0,363.06,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,2.914967,0,19.4
"Onychoprion fuscatus",5789284,"Onychoprion fuscatus","Sooty Tern","Onychoprion","Laridae","Charadriiformes","Aves",0,NA,"VU","VU",NA,NA,NA,"L",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.471718,0,NA
"Ophiomorus punctatissimus",2462191,"Ophiomorus punctatissimus","Limbless Skink","Ophiomorus","Scincidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,10388.815328,5034.4199079488,5354.3954200512,48.46,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,13.22815845,0,NA
"Ophisops elegans",2469702,"Ophisops elegans","Snake-eyed Lizard","Ophisops","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,4190.449,16732.462857,0,399.3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,17.19774909,0,NA
"Oriolus oriolus",2488949,"Oriolus oriolus","Eurasian Golden Oriole","Oriolus","Oriolidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,308298.741,926930.9946906,0,300.66,1,1,0,21,19,8,5,7,6,0,0,0,0,0,6.282609,0,79
"Oryctolagus cuniculus",2436940,"Oryctolagus cuniculus","European Rabbit","Oryctolagus","Leporidae","Lagomorpha","Mammalia",0,NA,"NT","NT",NA,NA,NA,NA,0,87795.323,204413.8505409,0,232.83,1,1,0,2766,1676,189,58,354,155,0,0,0,0,0,17.52810138,0,1590.57
"Otis tarda",2474921,"Otis tarda","Great Bustard","Otis","Otididae","Otidiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,23457.68,53563.266512,0,228.34,1,1,0,27,10,6,3,7,3,0,0,0,0,0,18.66068406,1,7895.5
"Otus scops",2497701,"Otus scops","Eurasian Scops-owl","Otus","Strigidae","Strigiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,147859.781,457818.2399103,0,309.63,1,1,0,66,41,10,7,24,14,0,0,0,0,0,5.663186934,0,92
"Oxyura leucocephala",2498302,"Oxyura leucocephala","White-headed Duck","Oxyura","Anatidae","Anseriformes","Aves",0,NA,"VU","VU",NA,NA,NA,"H",0,6261.914,21672.484354,0,346.1,1,1,0,247,144,19,17,32,23,0,0,0,0,0,5.079804167,0,665
"Pandion haliaetus",2480726,"Pandion haliaetus","Osprey","Pandion","Pandionidae","Accipitriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,121094.272,264433.5617664,0,218.37,1,1,0,42,4,2,1,18,3,0,0,0,0,0,32.68587334,0,1485.5
"Panurus biarmicus",2493367,"Panurus biarmicus","Bearded Parrotbill","Panurus","Panuridae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,76727.889,272008.0392939,0,354.51,1,1,0,92,82,21,11,13,11,0,0,0,0,0,26.580087,0,13.85
"Parus major",9705453,"Parus major","Great Tit","Parus","Paridae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,423414.829,1117730.4655942,0,263.98,1,0,0,13,0,NA,NA,2,0,0,0,0,0,0,9.751935,0,16.375
"Passer domesticus",5231190,"Passer domesticus","House Sparrow","Passer","Passeridae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,394375.484,891722.4068724,0,226.11,1,0,0,6,0,NA,NA,5,0,0,0,0,0,0,4.033652,0,26.5666666666667
"Passer hispaniolensis",5231209,"Passer hispaniolensis","Spanish Sparrow","Passer","Passeridae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,50172.512,123820.7423648,0,246.79,1,1,0,1,1,1,0,1,1,0,0,0,0,0,4.00434,0,24.2
"Passer italiae",8426551,"Passer italiae","Italian Sparrow","Passer","Passeridae","Passeriformes","Aves",0,NA,"VU","VU","Yes","Yes","Yes","H",0,33642.035,58251.1836025,0,173.15,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.033652,0,NA
"Passer moabiticus",5231203,"Passer moabiticus","Dead Sea Sparrow","Passer","Passeridae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,88.103,756.7430979,0,858.93,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.09922344,0,16.5
"Passer montanus",5231198,"Passer montanus","Eurasian Tree Sparrow","Passer","Passeridae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,364046.33,778695.09987,0,213.9,1,1,0,10,1,1,0,5,1,0,0,0,0,0,5.423113559,0,21.4
"Pastor roseus",5845386,"Pastor roseus","Rosy Starling","Pastor","Sturnidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,6276.52,20313.95698,0,323.65,1,1,0,49,34,8,6,14,8,0,0,0,0,0,7.564171,0,73.25
"Pelagodroma marina",2481991,"Pelagodroma marina","White-faced Storm-petrel","Pelagodroma","Hydrobatidae","Procellariiformes","Aves",0,NA,"EN","EN",NA,NA,NA,"L",0,80.839,418.9562014,0,518.26,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,25.31246,0,47.2
"Pelecanus crispus",2480353,"Pelecanus crispus","Dalmatian Pelican","Pelecanus","Pelecanidae","Pelecaniformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,1811.222,15088.384871,0,833.05,1,1,0,653,483,35,33,79,55,1,0,0,0,0,23.186284,1,9550
"Pelecanus onocrotalus",2480350,"Pelecanus onocrotalus","Great White Pelican","Pelecanus","Pelecanidae","Pelecaniformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,3051.521,19913.9208939,0,652.59,1,1,0,1600,955,38,30,180,109,0,0,0,0,0,23.473879,0,9520
"Pelobates cultripes",2430565,"Pelobates cultripes","Western Spadefoot","Pelobates","Pelobatidae","Anura","Amphibia",0,NA,"NT","NT","Yes","Yes","Yes","L",0,52113.442,162734.6453334,0,312.27,1,1,0,1,1,1,0,1,1,0,0,0,0,0,40.22319554,0,NA
"Pelobates fuscus",2430567,"Pelobates fuscus","Common Spadefoot","Pelobates","Pelobatidae","Anura","Amphibia",0,NA,"LC","LC",NA,NA,NA,"H",0,11781.044792,7723.6529656352,4057.3918263648,65.56,1,1,0,38,38,15,10,5,5,0,0,0,0,0,44.63869704,0,NA
"Pelobates syriacus",2430566,"Pelobates syriacus","Eastern Spadefoot","Pelobates","Pelobatidae","Anura","Amphibia",0,NA,"LC","NT",NA,NA,NA,"L",0,12601.691,53800.3993863,0,426.93,1,1,0,4,1,1,0,2,1,0,0,0,1,0,50.35921238,0,NA
"Pelodytes ibericus",2424292,"Pelodytes ibericus","Sapillo Moteado IbÌ©rico","Pelodytes","Pelodytidae","Anura","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes","L",0,11414.207,42532.7595441,0,372.63,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,55.6831986,0,NA
"Pelodytes punctatus",2424293,"Pelodytes punctatus","Parsley Frog","Pelodytes","Pelodytidae","Anura","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes","L",0,78199.976,246603.624316,0,315.35,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,55.6831986,0,NA
"Pelophylax bedriagae",2426640,"Pelophylax bedriagae","Levant Water Frog ","Pelophylax","Ranidae","Anura","Amphibia",0,NA,"LC","LC",NA,NA,NA,"L",0,1279.02,5695.092354,0,445.27,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,12.32687647,0,NA
"Pelophylax bergeri",2426665,"Pelophylax bergeri","Italian Pool Frog","Pelophylax","Ranidae","Anura","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes","L",0,17728.553,44055.454205,0,248.5,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,11.71217292,NA,NA
"Pelophylax cerigensis",2426670,"Pelophylax cerigensis","Karpathos Frog","Pelophylax","Ranidae","Anura","Amphibia",0,NA,"CR","CR","Yes","Yes","Yes","H",1,1003.615932,326.0748163068,677.5411156932,32.49,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,7.588826375,0,NA
"Pelophylax cretensis",2426672,"Pelophylax cretensis","Cretan Frog","Pelophylax","Ranidae","Anura","Amphibia",0,NA,"EN","EN","Yes","Yes","Yes","H",0,2325.912612,552.6368366112,1773.2757753888,23.76,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,9.027728816,0,NA
"Pelophylax epeiroticus",2426648,"Pelophylax epeiroticus","Epirus Water Frog","Pelophylax","Ranidae","Anura","Amphibia",0,NA,"VU","VU","Yes",NA,"Yes","L",0,5354.740679,2342.1635729946,3012.5771060054,43.74,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,8.781316295,0,NA
"Pelophylax kurtmuelleri",2426650,"Pelophylax kurtmuelleri","Balkan Water Frog","Pelophylax","Ranidae","Anura","Amphibia",0,NA,"LC","LC","Yes",NA,"Yes","L",0,10070.956875,26526.90040875,0,263.4,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,7.665309517,0,NA
"Pelophylax lessonae",2426654,"Pelophylax lessonae","Pool Frog","Pelophylax","Ranidae","Anura","Amphibia",0,NA,"LC","LC","Yes",NA,"Yes","L",0,158828.295,587966.4652605,0,370.19,1,1,0,433,237,52,46,16,15,0,0,0,0,0,28.65413285,0,NA
"Pelophylax perezi",2426658,"Pelophylax perezi","Perez's Frog","Pelophylax","Ranidae","Anura","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes","L",0,65454.362,213145.5844168,0,325.64,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,10.50200643,0,NA
"Pelophylax ridibundus",2426661,"Pelophylax ridibundus","Marsh Frog","Pelophylax","Ranidae","Anura","Amphibia",0,NA,"LC","LC",NA,NA,NA,"L",0,166687.008,701368.9235616,0,420.77,1,1,0,33,26,13,7,7,4,0,0,0,0,0,7.762696198,0,NA
"Perdix perdix",2473958,"Perdix perdix","Grey Partridge","Perdix","Phasianidae","Galliformes","Aves",0,NA,"LC","VU",NA,NA,NA,"L",0,10481.384853,25874.3466481158,0,246.86,1,1,0,122,110,29,12,26,20,0,0,0,0,0,5.802313456,0,405.5
"Periparus ater",2487871,"Periparus ater","Coal Tit","Periparus","Paridae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,1984.885665,2019.2241870045,0,101.73,1,0,0,2,0,NA,NA,1,0,0,0,0,0,0,9.766515,0,9.2
"Perisoreus infaustus",2482449,"Perisoreus infaustus","Siberian Jay","Perisoreus","Corvidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,53202.454,69743.0969486,0,131.09,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,7.444107359,0,84.4
"Pernis apivorus",2480420,"Pernis apivorus","European Honey-buzzard","Pernis","Accipitridae","Accipitriformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","H",0,327936.466,851191.8911496,0,259.56,1,1,0,48,26,5,4,21,10,0,0,0,0,0,11.6523903,0,758
"Petronia petronia",2492350,"Petronia petronia","Rock Sparrow","Petronia","Passeridae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,87073.938,235474.0505334,0,270.43,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,9.571752458,0,30.2
"Phalacrocorax aristotelis",2481861,"Gulosus aristotelis","European Shag","Phalacrocorax","Phalacrocoracidae","Suliformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","H",0,11773.831419,33999.2929886463,0,288.77,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,8.362546121,0,1773
"Phalacrocorax carbo",2481890,"Phalacrocorax carbo","Great Cormorant","Phalacrocorax","Phalacrocoracidae","Suliformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,69978.975,296067.04743,0,423.08,1,1,0,385,152,14,13,59,30,0,0,0,0,0,7.97446545,0,2571.16666666667
"Phalacrocorax pygmaeus",4848931,"Microcarbo pygmaeus","Pygmy Cormorant","Phalacrocorax","Phalacrocoracidae","Suliformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,NA,NA,NA,NA,1,0,0,2,0,NA,NA,1,0,0,0,0,0,0,6.86309269,0,679
"Phalaropus lobatus",5739290,"Phalaropus lobatus","Red-necked Phalarope","Phalaropus","Scolopacidae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,49176.207,166579.4835918,0,338.74,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,13.49620762,0,36.75
"Phasianus colchicus",9752149,"Phasianus colchicus","Common Pheasant","Phasianus","Phasianidae","Galliformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,299318.079,669933.7244178,0,223.82,1,1,0,496,129,11,9,83,22,0,0,0,0,0,5.279162675,0,1135
"Philomachus pugnax",5229387,"Calidris pugnax","Ruff","Philomachus","Scolopacidae","Charadriiformes","Aves",0,NA,"NT","NT",NA,NA,NA,"L",0,112423.95,362353.633245,0,322.31,1,1,0,331,311,40,28,32,28,0,0,0,0,0,14.22373945,0,136
"Phoca vitulina",2434793,"Phoca vitulina","Harbor Seal","Phoca","Phocidae","Carnivora","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,0,379,229,11,9,101,57,0,0,0,0,0,6.251641069,0,87316.66
"Phoenicolacerta troodica",5789552,"Phoenicolacerta troodica","Troodos Wall Lizard","Phoenicolacerta","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,5253.843594,3170.694608979,2083.148985021,60.35,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,15.90895169,0,NA
"Phoenicopterus roseus",4352332,"Phoenicopterus roseus","Greater Flamingo","Phoenicopterus","Phoenicopteridae","Phoenicopteriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,NA,NA,NA,NA,1,1,0,8148,4663,402,267,202,118,0,0,0,0,0,19.963235,0,2885.462
"Phoenicurus ochruros",5739315,"Phoenicurus ochruros","Black Redstart","Phoenicurus","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,301485.539,658595.1599455,0,218.45,1,1,0,2,2,1,0,2,2,0,0,0,0,0,6.020535,0,16.5
"Phoenicurus phoenicurus",5739317,"Phoenicurus phoenicurus","Common Redstart","Phoenicurus","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,350879.82,803620.051746,0,229.03,1,1,0,8,7,4,2,3,2,0,0,0,0,0,6.45560891,0,14.6
"Phylloscopus bonelli",2493070,"Phylloscopus bonelli","Bonelli's Warbler","Phylloscopus","Phylloscopidae","Passeriformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","L",0,127020.035,528022.285495,0,415.7,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.518205,0,8.7
"Phylloscopus borealis",2493071,"Phylloscopus borealis","Arctic Warbler","Phylloscopus","Phylloscopidae","Passeriformes","Aves",0,NA,"LC","VU",NA,NA,NA,"H",0,27883.426,49643.6516504,0,178.04,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.213258,0,10.9
"Phylloscopus canariensis",7341593,"Phylloscopus canariensis","Canary Islands Chiffchaff","Phylloscopus","Phylloscopidae","Passeriformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","L",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.116802,0,7.6875
"Phylloscopus collybita",2493091,"Phylloscopus collybita","Common Chiffchaff","Phylloscopus","Phylloscopidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,373196.075,947208.9579575,0,253.81,1,1,0,3,1,1,0,2,1,0,0,0,0,0,4.622113,0,8.3
"Phylloscopus ibericus",7341585,"Phylloscopus ibericus","Iberian Chiffchaff","Phylloscopus","Phylloscopidae","Passeriformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","L",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.067605,0,7.7
"Phylloscopus orientalis",4408827,"Phylloscopus orientalis","Eastern Bonelli's Warbler","Phylloscopus","Phylloscopidae","Passeriformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","L",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.517835,0,8.5
"Phylloscopus sibillatrix",8128385,"Phylloscopus sibilatrix","Wood Warbler","Phylloscopus","Phylloscopidae","Passeriformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","L",0,297338.801,772724.0760388,0,259.88,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,7.676215,0,9.2
"Phylloscopus trochiloides",2493084,"Phylloscopus trochiloides","Greenish Warbler","Phylloscopus","Phylloscopidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,57008.999,84504.4392177,0,148.23,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.023817,0,8.075
"Phylloscopus trochilus",2493052,"Phylloscopus trochilus","Willow Warbler","Phylloscopus","Phylloscopidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,286075.151,694390.2140223,0,242.73,1,0,0,2,0,NA,NA,1,0,0,0,0,0,0,6.573543,0,8.7
"Pica pica",5229490,"Pica pica","Black-billed Magpie","Pica","Corvidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,415030.664,1077959.1436072,0,259.73,1,1,0,29,6,4,1,15,3,0,0,0,0,0,5.400869333,0,218.25
"Picoides tridactylus",2477804,"Picoides tridactylus","Three-toed Woodpecker","Picoides","Picidae","Piciformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,116711.574,171414.2887338,0,146.87,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.102685,0,65.65
"Picus canus",2478548,"Picus canus","Grey-faced Woodpecker","Picus","Picidae","Piciformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,182107.148,496551.5604516,0,272.67,1,1,0,1,1,1,0,1,1,0,0,0,0,0,3.981275,0,137
"Picus sharpei",2478523,"Picus sharpei","Iberian Green Woodpecker","Picus","Picidae","Piciformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.5851436,0,176
"Picus viridis",2478523,"Picus viridis","Eurasian Green Woodpecker","Picus","Picidae","Piciformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","L",0,335530.638,834129.166068,0,248.6,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,3.822116,0,176
"Pinicola enucleator",2494771,"Pinicola enucleator","Pine Grosbeak","Pinicola","Fringillidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,34248.208,61204.9725168,0,178.71,1,1,0,7,1,1,0,5,1,0,0,0,0,0,6.0445135,0,56.4
"Pipistrellus kuhlii",5218464,"Pipistrellus kuhlii","Kuhl's Pipistrelle","Pipistrellus","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,176521.792,485717.3628672,0,275.16,1,0,0,2,0,NA,NA,2,0,0,0,0,0,0,7.967232829,0,6.07
"Pipistrellus maderensis",5218476,"Pipistrellus maderensis","Madeira Pipistrelle","Pipistrellus","Vespertilionidae","Chiroptera","Mammalia",0,NA,"EN","EN","Yes","Yes","Yes",NA,0,3349.121479,2526.5772437576,822.5442352424,75.44,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,8.096381507,1,5.93375
"Pipistrellus nathusii",5218471,"Pipistrellus nathusii","Nathusius' Pipistrelle","Pipistrellus","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,332628.522,1090256.5065594,0,327.77,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,9.240362567,0,7.44
"Pipistrellus pipistrellus",5218465,"Pipistrellus pipistrellus","Common Pipistrelle","Pipistrellus","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,352247.952,967766.0233248,0,274.74,1,1,0,2,1,1,0,2,1,0,0,0,0,0,8.51056499,0,5.616875
"Pipistrellus pygmaeus",5707150,"Pipistrellus pygmaeus","Soprano Pipistrelle","Pipistrellus","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,226796.872,598403.546772,0,263.85,1,0,0,1,0,NA,NA,1,0,0,0,0,0,0,8.504395105,0,5.93375
"Platalea leucorodia",2480801,"Platalea leucorodia","Eurasian Spoonbill","Platalea","Threskiornithidae","Pelecaniformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,22367.139,142351.1827377,0,636.43,1,1,0,498,405,55,22,72,51,0,0,0,0,0,14.722264,0,1868
