"db.species","col.species","x","m2","m3","m4","m11","m12","m13","m14","m15","m17","m19","m20","m21","m22","m23","m24","m25","m26","m28","m30","m36","m37","m38","m43","m45","m46","m49","m52","m53","m54","m56","m57","m58","m59","m62","m66","m68","m72","m73","m74","m76","m77","m80","m81","m83","m85","m86","m90","m91","m94","m96","m97","m98","m99","m100","m101","m103","m105","m110","m111","m114","m121","m125","m127","m128","m130","m131","m132","m133","m136","m137","m138","m140","m141","m142","m143","m146","m148","m149","m152","m153","m154","m156","m157","m158","m159","m160","m161","m162","m163","m164","m165","m166","m167","m169","m170","m171","m172","m174","m175","m176","m177","m178","m179","m180","m181","m182","m183","m185","m186","m187","m189","m191","m192","m195","m196","m197","m198","m201","m203","m206","m207","m208","m209","m210","m211","m212","m213","m214","m215","m216","m218","m224","m225","m226","m227","m228","m230","m232","m234","m235","m237","m241","m243","m244","m245","m246","m248","m249","m250","m251","m252","m253","m255","m262","m263","m265","m268","m273","m277","m278","m279","m280","m283","m284","m285","m286","m287","m290","m292","m293","m295","check","kingdom","phylum","class","order","family","genus","gbif.species","gbif.species.id"
"Cricetulus migratorius","Cricetulus migratorius","m45",0,0,0,0,0.54,0,0.3,1,0,1,0.24,0,0.19,0,0,0,0.18,0,0.76,0,0,1,0.01,1,0.23,0,1,0,0,0,1,0,0.17,0,0.17,0.02,0,0,1,0,1,0.06,0,0,0.55,0,0.76,0,0,0,0,0,1,0,0,0.38,0,1,0.05,1,0,0,0.28,0,0.23,0,0,0,0,0,0,0.13,0.3,0,0,0,0,0,0.34,0,0.22,0.4,0,0.58,0.99,0.18,0,0.38,0.11,0.25,0,1,0.46,0.14,0,0,0.04,0,0,0.47,0.35,1,0.18,0.26,0.15,0.17,1,1,0.4,0.55,0,0.6,0.14,0,0.15,0.96,1,0,0,0.76,0,0.3,1,0.01,0.3,0.29,0.38,0.27,0,0,0,0.71,0.25,0.26,0.39,0.7,0,0,0,0.01,0,0,0,0,0,0.59,0,0,0,0,0,0.59,0,0.01,0.64,0,0.54,0,0.18,0.16,0.51,0.01,0.59,0.06,0,0,0,0.01,0.32,0.2,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Cricetulus","Cricetulus migratorius",2438772
"Cricetus cricetus","Cricetus cricetus","m46",0,0,0.09,0,0.82,0,0,0.53,0,1,0.58,0,0.26,0,0.07,0,0.25,0,0.05,0,0,1,0,0.01,1,0,0.84,0,0.13,0,0.86,0,0,0,0,0.04,0,0.34,1,0.32,0.83,0,0,0,0.3,0,0.15,0,0,0,0,0,0.54,0,0,0.1,0,0.9,0,0.54,0,0.02,0.76,0.46,0.97,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0.47,0,0,0.39,0,0,1,0.28,0,0.29,0.23,0.49,0,1,0.63,0.4,0,0,0,0,0,0.03,0.26,0.28,0.3,0.01,0.14,0.14,0.36,0.58,0.53,0.3,0,0.18,0.14,0,0.09,0.59,0.59,0,0,0.14,0,0.3,1,0.47,0.3,0.34,0,0,0,0,0,0.02,0.04,0.13,0.23,0.02,0,0,0,0,0.05,0,0.05,0.06,0,0.54,0,0.01,0,0,0,0.54,0,0.01,0.08,0,0.23,0,0,0.31,0,0,1,0,0,0,0,0.01,0.59,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Cricetus","Cricetus cricetus",2438704
"Crocidura canariensis","Crocidura canariensis","m49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Crocidura","Crocidura canariensis",2435551
"Crocidura leucodon","Crocidura leucodon","m52",0,0,0.04,0,0.46,0.03,0.02,0.62,0,1,0.26,0,0.26,0.03,0.2,0,0.4,0,0.11,0,0,0.95,0.01,0.02,0.31,0,1,0,0.23,0,0.7,0,0.07,0,0.17,0.19,0,0.27,1,0.56,0.51,0.13,0,0,0.43,0,0.34,0.07,0,0,0,0.01,0.61,0,0.01,0.23,0,0.89,0.29,0.71,0,0.01,0.41,0.47,0.56,0,0.02,0,0,0,0,0.01,0.05,0.03,0,0.04,0.01,0.07,0.5,0,0.02,0.45,0,0.03,0.71,0.11,0,0.4,0.25,0.19,0,1,0.59,0.54,0,0,0,0,0.1,0.07,0.38,0.35,0.39,0.06,0.08,0.26,0.56,0.73,0.63,0.47,0,0.25,0.17,0,0.13,0.73,0.75,0.05,0,0.45,0,0.48,1,0.33,0.45,0.51,0.02,0.09,0,0,0,0.08,0.16,0.29,0.38,0.06,0,0.02,0,0.28,0.05,0,0.02,0.14,0.1,0.48,0,0.08,0,0,0,0.66,0.05,0.01,0.06,0,0.1,0,0.07,0.49,0.21,0.02,0.81,0,0,0.05,0.01,0.07,0.5,0.01,0.97,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Crocidura","Crocidura leucodon",2435723
"Crocidura pachyura","Crocidura ichnusae","m53",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02,0.31,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0.56,0,0,0.49,0,0,1,0.98,0,0.17,0,0.02,0.16,0,1,0,0,0.97,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0.99,0,0.02,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.26,0.98,0,0.87,0.01,0.87,0,0,0,0,0.98,0,0,0.87,0.98,0,0.31,1,0.42,0.31,0.42,0,0,0.18,0,0,0,0.42,0.31,0.32,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.6,0.98,0,0,0,0,0,0,0,0,0,0.98,"found genus on GBIF 2","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Crocidura","Crocidura ichnusae",NA
"Crocidura russula","Crocidura russula","m54",0,0,0,0,0.05,0,0,0.22,0,1,0,0,0.1,0.19,0.06,0.03,0.15,0,0,0,0.03,0.83,0.02,0,0.08,0,0.37,0,1,0,0.4,0,0,0,0,0.2,0,0.08,1,1,0,0.05,0.03,0.24,0.05,0,0.31,0,0,0,0,0,0.33,0.35,0,0.19,0,0.94,0.01,0.62,0,0,0.37,0.35,0.67,0,0,0.03,0.25,0,0.14,0,0,0,0.15,0.01,0,0,0.21,0,0,0.56,0,0,0.99,0,0.32,0.05,0.25,0,0,0.99,0.63,0.3,0,0,0,0,0,0,0.15,0.35,0.03,0.03,0.04,0.18,0.65,0.76,0.4,0.22,0,0.21,0.09,0,0.06,0.64,0.46,0.6,0,0.71,0,0.15,1,0.32,0.11,0.35,0,0.01,0,0,0,0,0.17,0.15,0.16,0.08,0,0,0,0,0,0,0,0.01,0,0.14,0,0.07,0.02,0,0,0.39,0,0,0,0,0,0,0.13,0.38,0.47,0,0.64,0,0.13,0,0,0,0.14,0,0.96,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Crocidura","Crocidura russula",2435654
"Crocidura sicula","Crocidura sicula","m56",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.37,0,0,1,1,0,0,0,0,0.13,0,1,0.94,0,0,0,0.51,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.94,0,0,1,0,0,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0.34,0.58,0,0.16,0,0.16,0,0.74,0.18,0.37,0,0,0,0,0,0,0.68,0,0,1,0,0.4,1,0,0,0.5,0,0,0,0,0,0,0.44,0.4,0.4,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.18,1,0,0,0,0,0,0,0,0,0,0.94,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Crocidura","Crocidura sicula",2435553
"Crocidura suaveolens","Crocidura suaveolens","m57",0,0,0.04,0,0.44,0.01,0.02,0.57,0,1,0.28,0,0.23,0.08,0.13,0,0.4,0,0.1,0,0,0.94,0.01,0.01,0.31,0,0.68,0,0.24,0,1,0,0.06,0,0.14,0.22,0,0.23,1,0.58,0.52,0.12,0.03,0.1,0.42,0,0.44,0.07,0,0,0,0.01,0.59,0.07,0,0.24,0,0.94,0.26,0.69,0,0.01,0.42,0.44,0.55,0,0.02,0.01,0.03,0,0.08,0.01,0.05,0.03,0.09,0.03,0.01,0.07,0.4,0,0.02,0.58,0,0.03,0.74,0.11,0.05,0.37,0.2,0.19,0,0.99,0.64,0.47,0,0,0,0,0.09,0.06,0.42,0.44,0.31,0.07,0.06,0.27,0.6,0.75,0.61,0.46,0,0.28,0.17,0,0.19,0.69,0.66,0.23,0.01,0.58,0,0.45,1,0.4,0.43,0.5,0.02,0.06,0,0,0,0.09,0.25,0.33,0.43,0.08,0,0.01,0,0.24,0.04,0,0.02,0.11,0.09,0.37,0,0.08,0.02,0,0,0.64,0.04,0,0.06,0,0.1,0,0.1,0.48,0.33,0.02,0.78,0,0.06,0.05,0.01,0.05,0.4,0.01,0.97,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Crocidura","Crocidura suaveolens",2435687
"Crocidura zimmermanni","Crocidura zimmermanni","m58",0.83,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.68,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Crocidura","Crocidura zimmermanni",2435665
"Dama dama","Dama dama","m59",0,0,0,0,0.44,0,0,0.89,0.01,0.99,0.04,0.01,0.31,0,0.07,0,0.58,0,0.4,0,0,0.89,0.02,0.04,0.02,0,0.88,0.07,0,0,0.83,0,1,0,0.32,0.35,0.01,0.04,1,0.6,0.42,0.42,0,0,0.62,0,1,0.28,0,0.1,0,0.06,0.86,0,0.01,0.49,0,0.87,0.66,0.9,0,0.01,0.01,0.08,0.08,0,0.03,0,0,0,0,0,0.17,0.13,0,0.19,0,0.17,0.33,0,0,0.97,0,0.04,0.4,0.01,0,0.56,0.06,0.03,0,1,0.68,0.69,0,0,0,0,0.26,0.2,0.55,0.86,0.45,0.38,0,0.64,0.95,0.87,0.98,0.6,0.1,0.48,0.29,0,0.32,0.99,0.89,0,0.1,1,0,0.61,1,0.32,0.61,0.6,0.01,0.15,0.02,0,0,0.25,0.52,0.57,0.58,0.32,0,0,0,0.56,0,0,0,0.06,0.48,0.4,0,0,0,0,0,0.89,0.2,0,0.08,0,0.08,0,0.28,0.64,0.69,0.16,0.67,0.02,0,0.14,0,0.12,0.35,0.1,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Dama","Dama dama",5220136
"Dinaromys bogdanovi","Dinaromys bogdanovi","m62",0,0,0,0,0.09,0,0.39,1,0,1,0,0,0.45,0,0.3,0,0,0,0.94,0,0,1,0.99,0,0,0,1,0,0,0,0.98,0,0.16,1,0,0,0,0,1,0,0.94,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.68,0,0.4,0,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0.23,0.58,0,0,0,0,0.98,0,0.39,0.96,0,0,1,0,0,0,0.13,0,0,1,0.54,0.95,0,0,0,0,0,0,0,1,0,0.6,0,0.77,1,1,0.39,0,0,0.68,0.25,0,0,1,1,0,0,1,0,0,1,0,0,0,0.34,0.61,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.74,0,0,0,0,0,1,0,0,0.39,0,0,0,0,0,0.66,0.3,0.61,0,0,0,0.39,0.37,1,0.02,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Dinaromys","Dinaromys bogdanovi",2438502
"Dryomys nitedula","Dryomys nitedula","m66",0,0,0.07,0,0.64,0.1,0.03,0.99,0,0.99,0.44,0,0.31,0,0.5,0,0.87,0,0.28,0,0,1,0,0.02,0,0,0.94,0,0,0,0.8,0,0.14,0,1,0.25,0,0.46,1,0.23,0.91,0.55,0,0,0.97,0,0.43,0.02,0,0,0,0.01,0.74,0,0,0.44,0,0.81,0.94,1,0,0,0,0.71,0,0,0,0,0,0.01,0,0,0.08,0.11,0,0,0,0,0.86,0.01,0,0.51,0,0.03,0.04,0,0,0.77,0.31,0,0,1,0.53,0.78,0,0,0,0,0.23,0.21,0.74,0.61,0.83,0.13,0.08,0.43,0.69,0.81,0.91,1,0,0.37,0.2,0,0.35,0.99,0.99,0,0,0.52,0,0.95,1,0.33,0.93,0.85,0.03,0.22,0,0,0,0.22,0.3,0.51,0.74,0.13,0,0.09,0,0.93,0.22,0,0.02,0.46,0.06,0.86,0,0,0,0,0,0.95,0.02,0,0,0,0,0,0.06,0.91,0.17,0.01,0.66,0.01,0,0.01,0.01,0.29,0.89,0.01,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Gliridae","Dryomys","Dryomys nitedula",2439688
"Eliomys quercinus","Eliomys quercinus","m68",0,0,0.26,0,0.31,0.03,0,0.7,0,0.75,0.09,0,0.21,0.12,0.15,0.01,0.66,0,0,0,0.02,0.88,0,0,0.03,0,0.34,0.01,0.22,0.01,0.41,0,0.05,0,0.08,1,0,0.38,0.75,0.91,0.14,0.23,0.04,0.21,0.46,0.08,0.39,0.07,0,0.01,0,0.02,0.53,0.21,0,0.29,0,0.68,0.64,0.97,0,0,0.12,0.68,0.13,0,0.01,0,0.14,0,0.02,0,0.08,0.01,0.11,0.07,0,0.05,0.29,0,0,0.48,0,0,0.33,0,0.16,0.37,0.27,0.01,0.01,0.99,0.57,0.7,0,0.01,0,0.13,0.16,0,0.57,0.44,0.55,0.04,0.05,0.28,0.58,0.65,0.78,0.84,0.02,0.29,0.18,0,0.27,0.7,0.58,0.31,0.02,0.56,0,0.7,0.8,0.37,0.83,0.64,0,0.07,0,0,0.12,0.01,0.37,0.49,0.57,0.08,0,0.02,0,0.63,0.23,0,0,0.1,0.13,0.45,0.19,0.25,0.05,0.09,0.12,0.84,0.08,0,0,0,0,0,0.29,0.86,0.47,0.03,0.49,0,0.13,0.03,0,0.25,0.33,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Gliridae","Eliomys","Eliomys quercinus",2439683
"Eptesicus bottae","Eptesicus bottae","m72",0,0,0,0,0,0,0,0,1,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.95,0.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.15,0,0,1,0,0,0,0,0,0.15,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,1,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus bottae",2432346
"Eptesicus nilsonii","Eptesicus nilssonii","m73",0,0,0.76,0.02,0.36,0.02,0,0.62,0,0.43,0.12,0,0.28,0,0.11,0,0.24,0,0,0,0,0.96,0,0,0.1,0,0.22,0,0.04,0,0.19,0,0,0,0.07,0.18,0,1,0.35,0.65,0.28,0.02,0,0,0.2,0.22,0.05,0,0.22,0,0,0,0.42,0,0.04,0.27,0,0.32,0.71,0.93,0,0,0.1,0.96,0.19,0,0,0,0,0,0,0,0.09,0.01,0,0.01,0.01,0,0.26,0,0,0.05,0,0,0.29,0.01,0,0.23,0.68,0.03,0,0.99,0.34,0.94,0.31,0.07,0,0.38,0.03,0,0.15,0.06,0.6,0.01,0.11,0.23,0.13,0.25,0.53,0.4,0,0.08,0.14,0,0.03,0.35,0.53,0,0,0.06,0,0.37,0.4,0.25,0.52,0.19,0,0.03,0,0,0.13,0,0.01,0.07,0.11,0,0,0.02,0,0.71,0.3,0,0,0.08,0.02,0.95,0.38,0.03,0,0.14,0.26,0.97,0,0,0,0,0.03,0,0,0.37,0.02,0,0.42,0,0,0,0,0.53,0.54,0,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus nilssonii",7261816
"Eptesicus serotinus","Eptesicus serotinus","m74",0,0,0.08,0,0.38,0.02,0.01,0.51,0,0.97,0.18,0,0.2,0.09,0.12,0.01,0.39,0,0.06,0,0.01,0.88,0.01,0.01,0.2,0,0.55,0.01,0.35,0.01,0.57,0,0.04,0,0.1,0.24,0,0.24,1,0.65,0.4,0.12,0.02,0.13,0.32,0,0.36,0.05,0,0.01,0,0.01,0.5,0.14,0,0.22,0,0.88,0.25,0.69,0,0.01,0.35,0.46,0.51,0,0.01,0.01,0.09,0,0.05,0,0.05,0.02,0.07,0.03,0.01,0.05,0.34,0,0.01,0.48,0,0.02,0.73,0.06,0.12,0.29,0.24,0.11,0,0.98,0.57,0.47,0,0,0,0,0.07,0.04,0.31,0.35,0.28,0.05,0.08,0.24,0.52,0.67,0.54,0.45,0.01,0.22,0.14,0,0.14,0.69,0.62,0.25,0.01,0.53,0,0.42,0.99,0.39,0.4,0.44,0.01,0.05,0,0,0,0.05,0.19,0.26,0.31,0.07,0,0.01,0,0.24,0.06,0,0.01,0.08,0.06,0.38,0,0.09,0.02,0,0,0.59,0.03,0,0.03,0,0.05,0,0.1,0.48,0.35,0.01,0.7,0,0.06,0.03,0.01,0.04,0.38,0.01,0.96,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus serotinus",2432359
"Erinaceus europaeus","Erinaceus europaeus","m76",0,0,0.3,0,0.16,0.01,0,0.45,0,0.77,0.02,0,0.2,0.08,0.07,0.01,0.22,0,0,0,0.01,0.86,0.01,0,0.06,0,0.28,0,0.31,0.01,0.29,0,0.02,0,0.02,0.26,0,0.4,0.58,1,0.08,0.07,0.02,0.12,0.15,0.1,0.22,0.04,0.05,0.01,0,0.01,0.41,0.12,0.01,0.25,0,0.52,0.42,0.79,0,0,0.2,0.61,0.29,0,0.01,0.01,0.08,0,0.04,0,0.04,0.01,0.06,0.02,0,0.04,0.16,0,0,0.28,0,0,0.56,0,0.1,0.15,0.46,0,0,0.95,0.45,0.63,0.1,0.03,0,0.17,0.05,0,0.18,0.19,0.32,0.03,0.05,0.23,0.33,0.42,0.53,0.37,0.01,0.13,0.12,0,0.07,0.49,0.5,0.22,0.01,0.37,0,0.31,0.72,0.3,0.4,0.28,0,0.02,0,0,0.08,0,0.13,0.16,0.18,0.04,0,0.01,0,0.42,0.13,0,0,0.04,0.05,0.5,0.18,0.08,0.01,0.09,0.13,0.71,0.02,0,0,0,0.01,0,0.08,0.36,0.27,0.01,0.52,0,0.06,0.02,0,0.22,0.26,0,0.96,"found species on GBIF","Animalia","Chordata","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus","Erinaceus europaeus",5219616
"Erinaceus roumanicus","Erinaceus roumanicus","m77",0,0,0.25,0,0.81,0.01,0.02,0.71,0,0.86,0.47,0,0.25,0,0.14,0,0.43,0,0.14,0,0,0.98,0,0.02,0.39,0,0.64,0,0,0,0.69,0,0.04,0,0.2,0.1,0,0.45,0.92,0.2,1,0.13,0,0,0.43,0,0.26,0,0,0,0,0,0.62,0,0,0.21,0,0.85,0.33,0.73,0,0.01,0.45,0.55,0.56,0,0,0,0,0,0,0.01,0.17,0.04,0,0,0.02,0,0.47,0,0.03,0.38,0,0.04,0.66,0.14,0,0.42,0.25,0.25,0,0.99,0.56,0.55,0,0,0,0,0.05,0.09,0.32,0.34,0.49,0.06,0.16,0.24,0.39,0.53,0.58,0.54,0,0.21,0.15,0,0.14,0.65,0.72,0,0,0.28,0,0.54,0.99,0.43,0.52,0.38,0.03,0.07,0,0,0,0.11,0.12,0.22,0.31,0.08,0,0.01,0,0.33,0.2,0,0.03,0.14,0.01,0.65,0.01,0,0,0,0,0.68,0,0.01,0.07,0,0.13,0,0.03,0.5,0.1,0,0.83,0,0,0,0.01,0.1,0.67,0.01,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus","Erinaceus roumanicus",5219618
"Felis silvestris","Felis silvestris","m80",0,0,0,0,0.37,0,0.01,0.68,0,1,0.23,0,0.22,0.1,0.29,0.01,0.71,0,0.18,0,0.03,0.88,0,0,0,0,0.57,0.01,0.14,0,0.54,0,0.14,0,0.42,0.58,0,0.13,0.92,0.58,0.43,1,0.05,0.28,0.65,0,0.46,0.03,0,0.01,0,0.01,0.63,0.21,0,0.43,0,0.76,0.81,0.96,0,0,0.01,0.6,0.01,0,0,0.01,0.11,0.01,0,0,0.06,0.07,0.1,0,0,0,0.49,0,0,0.67,0,0.01,0.17,0,0.14,0.51,0.24,0,0.01,0.98,0.55,0.61,0,0,0,0,0.28,0.12,0.62,0.61,0.47,0.12,0.04,0.36,0.75,0.78,0.75,0.98,0.04,0.37,0.19,0,0.35,0.89,0.62,0.25,0.04,0.64,0,0.76,1,0.4,0.78,0.72,0,0.07,0,0,0,0.13,0.36,0.53,0.64,0.14,0,0.01,0,0.76,0.06,0,0.01,0.19,0.04,0.56,0,0.19,0.03,0,0,0.81,0.03,0,0,0,0,0,0.22,0.89,0.45,0.02,0.58,0,0.13,0.02,0.01,0.18,0.45,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis silvestris",7964291
"Galemys pyrenaicus","Galemys pyrenaicus","m81",0,0,0,0,0,0,0,0.43,0,1,0,0,0.35,0.95,0,0,0.59,0,0,0,0.01,0.98,0.05,0,0,0,0,0,0.53,0,0.73,0,0,0,0,0.67,0,0,1,0.99,0,0.32,1,0.64,0.33,0,0.91,0,0,0,0,0,0.19,0.6,0,0.58,0,0.86,0.45,0.84,0,0,0.1,0.71,0.3,0,0,0.04,0.15,0,0.07,0,0,0,0.76,0,0,0,0,0,0,0.61,0,0,0.52,0,0.23,0,0.26,0,0.05,0.99,0.77,0.34,0,0,0,0,0.06,0,0.47,0.49,0,0.02,0,0.46,0.63,0.77,0.58,0.6,0,0.67,0.41,0,0.51,0.87,0.19,0.83,0,0.77,0,0.45,1,0.26,0.59,0.64,0,0.05,0,0,0,0,0.45,0.47,0.49,0.06,0,0,0,0.43,0,0,0,0,0,0.08,0,0.3,0.26,0,0,0.81,0,0,0,0,0,0,0.11,0.72,0.97,0,0.38,0,0.57,0,0,0.04,0,0,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Galemys","Galemys pyrenaicus",5219516
"Genetta genetta","Genetta genetta","m83",0,0,0,0,0,0,0,0.33,0,1,0,0,0.08,0.28,0.04,0.05,0.36,0,0,0,0.06,0.75,0.03,0,0,0,0,0,0.64,0,0.45,0,0,0,0,0.51,0,0,1,0.99,0,0.26,0.09,1,0.19,0,0.57,0,0,0,0,0,0.32,0.6,0,0.46,0,0.89,0.29,0.99,0,0,0,0.51,0.21,0,0,0.09,0.42,0,0.13,0,0,0,0.29,0.01,0,0,0.11,0,0,0.81,0,0,0.64,0,0.48,0.06,0.26,0,0.01,1,0.66,0.33,0,0,0,0,0.11,0,0.27,0.77,0,0.1,0,0.37,0.85,0.91,0.56,0.49,0,0.42,0.13,0,0.28,0.87,0.32,0.88,0,0.93,0,0.27,1,0.14,0.32,0.36,0,0.01,0,0,0,0,0.24,0.25,0.27,0.17,0,0,0,0.31,0,0,0,0,0.01,0.03,0,0.19,0.09,0,0,0.61,0,0,0,0,0,0,0.21,0.5,0.81,0,0.33,0,0.35,0,0,0.01,0,0,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Viverridae","Genetta","Genetta genetta",5219362
"Glis glis","Glis glis","m85",0,0,0.12,0,0.51,0.04,0.01,0.95,0,1,0.26,0,0.27,0.06,0.24,0,0.9,0,0.15,0,0,0.98,0,0.01,0.19,0,0.73,0,0.06,0,0.74,0,0.08,0,0.29,0.45,0,0.42,1,0.52,0.58,0.26,0.02,0.08,1,0,0.43,0.07,0,0,0,0.02,0.83,0.03,0,0.28,0,0.88,0.61,0.99,0,0.01,0.31,0.72,0.28,0,0.01,0,0.02,0,0.01,0,0.06,0.05,0.04,0.07,0.02,0.05,0.65,0,0.01,0.5,0,0.02,0.38,0.08,0.01,0.81,0.17,0.12,0,1,0.59,0.8,0,0,0,0,0.2,0.12,0.79,0.53,0.76,0.07,0.12,0.31,0.68,0.88,0.92,0.98,0,0.36,0.25,0,0.33,0.99,0.96,0.1,0,0.49,0,0.96,1,0.5,0.96,0.85,0.02,0.12,0,0,0,0.1,0.37,0.57,0.74,0.08,0,0.03,0,0.6,0.09,0,0.03,0.19,0.14,0.67,0,0.2,0.01,0,0,0.97,0.08,0,0.06,0,0.11,0,0.16,0.93,0.29,0.04,0.75,0,0.03,0.03,0.01,0.1,0.68,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Gliridae","Glis","Glis glis",5706486
"Gulo gulo","Gulo gulo","m86",0,0,0.99,0.09,0.22,0,0,0.27,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.99,0,0.71,0,0,0,0,0,1,0,0,0.44,0,0,0,0.2,0,0.13,0.3,0,0,0.81,0.86,0,0,0,0.99,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0.84,0,0,1,0.24,0.92,0.56,0.26,0,0.69,0,0,0,0,0.42,0,0,0.07,0,0,0.31,0,0,0,0.1,0,0,0,0,0,0,0,0,0.03,0,0,0.36,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0.81,0.42,0,0,0,0,1,0.88,0,0,0.4,0.59,0.99,0,0,0,0,0,0,0,0.05,0,0,0.18,0,0,0,0,0.99,0.01,0,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Gulo","Gulo gulo",5219073
